index,article_id,article_span,span_start,span_end,tAnger,tFear,tJoy,tSadness,tValence,tEmotion,tEmotionScore,tSentiment,tSentimentScore,label
203,695833178,seemingly covering up the ISIS connection,364,405,0.489,0.474,0.126,0.442,0.364,anger,5,negative,-1,Doubt
204,695833178,Laura Loomer proves that authorities have directly lied to the American people,546,625,0.45,0.43,0.209,0.402,0.418,anger,4,negative,-1,Appeal_to_Authority
205,695833178,so-called evidence,2420,2439,0.473,0.398,0.26,0.426,0.403,anger,5,negative,-1,Doubt
206,695833178,lied to the American people,597,624,0.472,0.375,0.159,0.46,0.381,anger,5,negative,-1,Flag-Waving
207,695833178,What Else Are They Hiding?,76,103,0.401,0.422,0.213,0.35,0.351,fear,4,negative,-1,Doubt
208,695833178,proving that the FBI specifically lied to the country.,1040,1095,0.483,0.403,0.212,0.427,0.398,anger,5,negative,-1,Repetition
209,695833178,lied to the country.,1074,1095,0.492,0.419,0.136,0.521,0.329,sadness,5,negative,-1,Flag-Waving
210,695833178,"According to Loomer, she obtained the image from a source which shows that Paddock  '  s car first arrived September 25th.",837,955,0.422,0.409,0.28,0.346,0.459,anger,4,negative,-1,Appeal_to_Authority
211,695833178,so-called evidence,2420,2438,0.473,0.398,0.26,0.426,0.403,anger,5,negative,-1,"Name_Calling,Labeling"
212,695833178,cannot be trusted and should be considered as disinformation,2510,2570,0.394,0.336,0.157,0.387,0.469,anger,4,negative,-1,Doubt
213,696246189,it was a suicide note.,861,883,0.431,0.526,0.182,0.595,0.292,sadness,6,very negative,-2,Repetition
214,696246189,"While officials did not reveal the woman  '  s name, they did tell reporters she was a prostitute.",2552,2646,0.468,0.484,0.159,0.434,0.364,fear,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
215,696246189,ammunition was purchased under someone else  '  s name,2848,2898,0.444,0.405,0.223,0.427,0.453,anger,4,negative,-1,Repetition
216,696246189,ammo was bought under someone else  '  s name,3236,3277,0.439,0.353,0.226,0.411,0.46,anger,4,negative,-1,Repetition
217,696264594,anti-Israel BDS hate group,388,414,0.617,0.556,0.085,0.582,0.258,anger,6,very negative,-2,"Name_Calling,Labeling"
218,696264594,accused Jews of drinking blood.,490,522,0.557,0.504,0.179,0.411,0.323,anger,6,negative,-1,Loaded_Language
219,696264594,"EU no longer considers #Hamas a terrorist group.
Time for US to do same. """,899,972,0.458,0.527,0.177,0.5,0.411,fear,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
220,696264594,"Holocaust Syndrome  ""   of entitlement.",1173,1208,0.516,0.538,0.16,0.556,0.383,sadness,6,negative,-1,Loaded_Language
221,696264594,"Hezbollah as   ""  an armed-resistance movement  """,1313,1357,0.418,0.524,0.22,0.426,0.442,fear,5,negative,-1,"Name_Calling,Labeling"
222,696264594,an anti-Israel,3752,3766,0.446,0.437,0.291,0.48,0.4,sadness,5,negative,-1,Repetition
223,696264594,Its perversion,6029,6043,0.387,0.369,0.3,0.411,0.481,no specific emotion,0,neutral,0,Loaded_Language
224,696264594,accused Jews of drinking blood,6754,6784,0.56,0.521,0.173,0.426,0.322,anger,6,negative,-1,Loaded_Language
225,696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.",7337,7435,0.512,0.489,0.187,0.402,0.377,anger,5,negative,-1,Appeal_to_fear-prejudice
226,696264594,"Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
Being Jewish is highly identified with being white because of Zionism",3829,4015,0.466,0.428,0.252,0.389,0.478,anger,5,negative,-1,Flag-Waving
227,696264594,simmer,6201,6207,0.447,0.298,0.25,0.358,0.4,anger,4,negative,-1,Loaded_Language
228,696264594,We all have choices to make,7013,7040,0.374,0.412,0.297,0.528,0.466,sadness,5,negative,-1,Thought-terminating_Cliches
229,696264594,"Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews",7337,7433,0.506,0.486,0.189,0.401,0.382,anger,5,negative,-1,Black-and-White_Fallacy
230,696694316,"just around the corner  ""  .",3987,4011,0.328,0.36,0.408,0.37,0.496,no specific emotion,0,neutral,0,Thought-terminating_Cliches
231,696694316,"very dirty and unappealing water under the Catholic bridge,",603,662,0.561,0.522,0.271,0.522,0.34,anger,6,negative,-1,Loaded_Language
232,696694316,Who can read this without cringing at what we now know was about to happen:,1020,1096,0.46,0.619,0.333,0.477,0.439,fear,6,negative,-1,Loaded_Language
233,696694316,Who can read this without cringing at what we now know was about to happen:,1020,1096,0.46,0.619,0.333,0.477,0.439,fear,6,negative,-1,"Exaggeration,Minimisation"
234,696694316,"Pope Paul  '  s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.",3276,3380,0.399,0.379,0.43,0.342,0.504,no specific emotion,0,neutral,0,Loaded_Language
235,696694316,"The idea of transubstantiation struck me as I read that document as possibly the strangest and most earth shattering thing I  '  d ever heard.
It shocked me out of a kind of swamp of intellectual worldliness; presenting the idea to my thirsty mind that there could indeed be fantastic realities far more wonderful than the banal and painfully uninteresting secularist worldview I had been taught to accept.
It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life,   ""  just around the corner  ""  .",3471,4012,0.408,0.491,0.323,0.418,0.498,no specific emotion,0,neutral,0,Loaded_Language
236,696694316,it was outright wicked.,4478,4501,0.409,0.349,0.448,0.364,0.501,no specific emotion,0,neutral,0,Loaded_Language
237,696694316,this sacramental reality that was about to be catastrophically obscured.,7026,7099,0.451,0.574,0.213,0.522,0.347,fear,6,negative,-1,Loaded_Language
238,696694316,"...it is not allowable to emphasize what is called the   ""  communal  ""   Mass to the disparagement of Masses celebrated in private, or to exaggerate the element of sacramental sign as if the symbolism, which all certainly admit in the Eucharist, expresses fully and exhausts completely the mode of Christ  '  s presence in this sacrament.",7971,8297,0.445,0.422,0.239,0.354,0.462,anger,4,negative,-1,Black-and-White_Fallacy
239,696694316,"Nor is it allowable to discuss the mystery of transubstantiation without mentioning what the Council of Trent stated about the marvelous conversion of the whole substance of the bread into the Body and of the whole substance of the wine into the Blood of Christ, speaking rather only of what is called   ""  transignification  ""   and   ""  transfiguration,  """,8298,8642,0.372,0.357,0.298,0.301,0.526,joy,3,positive,1,Black-and-White_Fallacy
240,696694316,"We know it is demonically inspired because their hatred is for Christ Himself in the first place and for anyone who loves and wants to serve Him second.
They are men who refuse to bend the knee before the God whom they will not serve.",9585,9821,0.399,0.311,0.282,0.368,0.461,anger,4,negative,-1,Appeal_to_fear-prejudice
241,696694316,The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren  '  t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist,9373,9584,0.551,0.546,0.174,0.405,0.364,anger,6,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
242,696694316,is demonically brilliant.,11102,11127,0.438,0.327,0.351,0.331,0.54,joy,4,positive,1,Loaded_Language
243,696694316,will be ruling embattled islands of Catholicism in a poisoned sea of systematic heresy and desecration.,12634,12737,0.522,0.547,0.232,0.435,0.385,fear,5,negative,-1,Loaded_Language
244,696694316,"But whatever its flaws, Mysterium Fidei is the one I found, and I  '  m convinced it wasn  '  t an accident.",13456,13557,0.357,0.315,0.259,0.334,0.504,no specific emotion,0,neutral,0,Thought-terminating_Cliches
245,696694316,pernicious nonsense,4376,4395,0.529,0.467,0.162,0.565,0.296,sadness,6,very negative,-2,Loaded_Language
246,696694316,"If the Mass were ever reduced in our minds to being merely a commemorative meal and the priest as only a community leader or functionary, then the celibacy of the Catholic Priesthood might seem extravagant",10661,10866,0.41,0.476,0.222,0.422,0.379,fear,5,negative,-1,Black-and-White_Fallacy
247,696694316,"A dark, impenetrable and   ""  irreversible  ""   winter of persecution of the faithful by their own shepherds will fall",12738,12848,0.468,0.518,0.291,0.431,0.409,fear,5,negative,-1,Appeal_to_fear-prejudice
248,696735702,why weren  '  t the police rushing to the scene immediately,2630,2685,0.495,0.493,0.214,0.45,0.318,anger,5,negative,-1,Doubt
249,696735702,"constantly changing story,",1115,1141,0.39,0.395,0.278,0.488,0.431,sadness,5,negative,-1,Doubt
250,696735702,While we may never know the exact circumstances,3585,3632,0.322,0.449,0.218,0.418,0.394,fear,4,negative,-1,Doubt
251,697063039,"As the days have become weeks, the weeks will become months, and survival will get more difficult",1975,2072,0.385,0.566,0.196,0.487,0.371,fear,6,negative,-1,Thought-terminating_Cliches
252,697063039,a natural disaster of a magnitude not seen in over a century,1160,1220,0.491,0.573,0.299,0.487,0.405,fear,6,negative,-1,"Exaggeration,Minimisation"
253,697063039,the unprecedented level of destruction,1375,1413,0.562,0.579,0.324,0.539,0.324,fear,6,negative,-1,"Exaggeration,Minimisation"
254,697063039,the hurricane-ravaged island,1824,1853,0.362,0.469,0.37,0.46,0.419,fear,5,negative,-1,"Name_Calling,Labeling"
255,697063039,wrath,115,120,0.557,0.424,0.173,0.555,0.331,anger,6,negative,-1,Loaded_Language
256,697063039,devastated,142,152,0.552,0.697,0.11,0.777,0.219,sadness,8,very negative,-2,Loaded_Language
257,697063039,we are doing everything possible to address the needs of the American citizens of Puerto Rico during this time of crisis,1226,1346,0.385,0.575,0.289,0.469,0.434,fear,6,negative,-1,Flag-Waving
258,697063039,hurricane-ravaged,1828,1846,0.408,0.421,0.25,0.482,0.355,sadness,5,negative,-1,Loaded_Language
259,697444415,series of shocking comments,512,539,0.518,0.501,0.3,0.589,0.4,sadness,6,negative,-1,Loaded_Language
260,697444415,Take note that what he means here is that people were being shot at from ground level rather than the 32nd floor of the hotel.,1471,1598,0.46,0.468,0.234,0.427,0.4,fear,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
261,697444415,huge bombshell,2817,2831,0.32,0.312,0.428,0.305,0.555,joy,4,positive,1,Loaded_Language
262,697444415,we are not being told what actually happened that fateful night.,2959,3024,0.501,0.469,0.188,0.498,0.327,anger,5,negative,-1,Doubt
263,697444415,a huge bombshell in the ongoing investigation,2815,2860,0.377,0.46,0.382,0.348,0.519,no specific emotion,0,neutral,0,Doubt
264,697454736,while Francis does nothing,8030,8056,0.427,0.31,0.269,0.472,0.436,sadness,5,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
265,697454736,"Mr. Ferrara, however, bases his critique upon an assumption that the   ""  generous response  ""   offered to God is a sin.
This, though, is not what AL is saying.",599,752,0.364,0.422,0.198,0.386,0.421,fear,4,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
266,697454736,"Pope Francis explains this again in AL 305 when he says   ""  a small step, in the midst of great human limitations, can be more pleasing to God than a life which appears outwardly in order",3216,3400,0.267,0.29,0.371,0.31,0.6,joy,4,positive,1,Appeal_to_Authority
267,697454736,"With all due respect to Dr. Fastiggi, his argument and that of Buttiglione, that a   ""  move away from sin  ""   is what is pleasing to God, even if the moral norm is not adhered to, is sophistical.",4856,5045,0.341,0.313,0.345,0.306,0.495,no specific emotion,0,neutral,0,Doubt
268,697454736,A moral catastrophe is self-evidently underway and it is not possible honestly to deny its cause.,7080,7178,0.43,0.466,0.215,0.416,0.374,fear,5,negative,-1,Appeal_to_fear-prejudice
269,697454736,with an open heart and mind.,7417,7446,0.248,0.415,0.447,0.482,0.557,joy,4,positive,1,Thought-terminating_Cliches
270,697454736,"with an open heart and mind, but above all with open eyes",8140,8197,0.239,0.276,0.45,0.356,0.524,joy,4,positive,1,Loaded_Language
271,697454736,"He mentions the Holy Father ' s letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way",8793,8976,0.394,0.376,0.177,0.391,0.384,anger,4,negative,-1,"Whataboutism,Straw_Men,Red_Herring"
272,697454736,"I have read the Cardinal ' s exposition in both Italian and English, and I only find mention of the help of the sacraments in certain cases.",9555,9693,0.412,0.416,0.24,0.414,0.436,fear,4,negative,-1,Appeal_to_Authority
273,697454736,"Does Mr. Ferrara believe that the Catholic Church under Pope Francis is a   ""  Leviathan Church  ""   and not the Catholic Church?
If this is so, then it would suggest that Mr. Ferrara is refusing submission to the Roman Pontiff and communion with the members of the Church subject to him.",10671,10952,0.433,0.424,0.182,0.403,0.393,anger,4,negative,-1,Black-and-White_Fallacy
274,697454736,Dr. Fastiggi has succumbed to an unfortunate literal-mindedness.,11963,12027,0.425,0.454,0.184,0.471,0.281,sadness,5,very negative,-2,Loaded_Language
275,697454736,"demonstrate a pronounced lack of comprehension of pertinent ecclesiological and theological basics, and a rather embarrassing lack of rhetorical finesse.",12492,12645,0.45,0.471,0.17,0.464,0.318,fear,5,negative,-1,Loaded_Language
276,697454736,I respectfully suggest that Dr. Fastiggi  '  s comments evince a need for serious study and reflection before he ventures further opinions on this controversy in public.,12874,13040,0.469,0.451,0.234,0.445,0.395,anger,5,negative,-1,Doubt
277,697454736,Irony of ironies,7761,7777,0.416,0.366,0.227,0.512,0.395,sadness,5,negative,-1,Loaded_Language
278,697454736,foot soldiers of a Leviathan Church,10597,10632,0.35,0.304,0.354,0.353,0.496,no specific emotion,0,neutral,0,"Name_Calling,Labeling"
279,697472447,What exactly do they want us to believe?,3600,3641,0.459,0.405,0.166,0.434,0.328,anger,5,negative,-1,Doubt
280,697472447,There are obviously certain things that the FBI and other investigators seem intent on covering up.,2430,2530,0.45,0.411,0.235,0.4,0.374,anger,4,negative,-1,Doubt
281,697472447,so why change the narrative to make it even more unbelievable?,3397,3460,0.498,0.408,0.182,0.462,0.283,anger,5,very negative,-2,Doubt
282,697959084,Slowly but surely,2647,2665,0.276,0.349,0.324,0.378,0.476,sadness,4,negative,-1,Thought-terminating_Cliches
283,697959084,astonishing eyewitness report,128,157,0.431,0.479,0.315,0.478,0.501,no specific emotion,0,neutral,0,Loaded_Language
284,697959084,"Keep in mind, this is all information that the police and the FBI has hidden",1689,1765,0.364,0.411,0.261,0.353,0.472,fear,4,negative,-1,Doubt
285,697959084,"Keep in mind, this is all information that the police and the FBI has hidden from the American people.",1688,1792,0.369,0.409,0.243,0.35,0.463,fear,4,negative,-1,Flag-Waving
286,697959084,it is strikingly obvious that authorities have lied to the American people,2783,2857,0.498,0.463,0.183,0.451,0.347,anger,5,negative,-1,Repetition
287,697959084,One can only speculate as to what the reasons for these lies actually are?,2914,2988,0.421,0.422,0.148,0.456,0.327,sadness,5,negative,-1,Doubt
288,697996062,less glamorous,94,108,0.418,0.392,0.423,0.417,0.535,joy,4,positive,1,"Name_Calling,Labeling"
289,697996062,you move closer to legalizing all illegals,427,469,0.402,0.397,0.277,0.336,0.444,anger,4,negative,-1,"Exaggeration,Minimisation"
290,698018235,"Any Jew who opposes the Occupation  -  or opposes Zionism itself  -  knows that feeling of being shunned from the places that are supposed to shelter and nurture you: families, synagogues, community centers, arts organizations, """,1659,1883,0.479,0.57,0.24,0.483,0.395,fear,6,negative,-1,Appeal_to_fear-prejudice
291,698018235,"people who hate the existence of Jewish nationhood.
Not of Jewish nationhood itself.",2917,3002,0.59,0.5,0.1,0.522,0.334,anger,6,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
292,698018235,radical anti-Israel hate group,305,335,0.6,0.529,0.105,0.54,0.271,anger,6,very negative,-2,"Name_Calling,Labeling"
293,698018235,anti-Israel BDS hate group,555,581,0.617,0.556,0.085,0.582,0.258,anger,6,very negative,-2,"Name_Calling,Labeling"
294,698018235,accused Jews of drinking blood.,657,688,0.557,0.504,0.179,0.411,0.323,anger,6,negative,-1,Loaded_Language
295,698018235,anti-Semite,641,652,0.418,0.407,0.227,0.449,0.396,sadness,4,negative,-1,"Name_Calling,Labeling"
296,698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same. """,976,1049,0.458,0.527,0.177,0.5,0.411,fear,5,negative,-1,"Bandwagon,Reductio_ad_hitlerum"
297,698018235,anti-Israel,1482,1493,0.444,0.419,0.257,0.457,0.374,sadness,5,negative,-1,Repetition
298,698018235,go whine to the New York Times some more,3538,3578,0.411,0.325,0.312,0.456,0.418,sadness,5,negative,-1,Loaded_Language
299,698018235,burn crosses on their lawn.,3623,3651,0.446,0.355,0.254,0.397,0.355,anger,4,negative,-1,Loaded_Language
300,698018235,"EU no longer considers #Hamas a terrorist group.
Time for US to do same",976,1047,0.436,0.481,0.2,0.464,0.432,fear,5,negative,-1,Appeal_to_Authority
301,698018235,terrified,1910,1920,0.61,0.778,0.229,0.709,0.186,fear,8,very negative,-2,Loaded_Language
302,698018235,"If our Jewish institutions  -  particularly the American Jewish Historical Society  -  cannot accommodate dissent, and effectively exclude all Jewish anti-Zionists, then they have not only lost a rapidly growing Jewish population, but they have lost a key aspect of their Jewishness",2132,2410,0.613,0.591,0.135,0.529,0.308,anger,6,negative,-1,Black-and-White_Fallacy
